step,loss,acc
19330,46.40143,0.98438
19340,1.60791,0.98438
19350,6.64333,0.96875
19360,31.33281,0.96875
19370,73.54513,0.98438
19380,24.95621,0.96875
19390,13.01343,0.98438
19400,88.35701,0.96875
19400,69.68132,0.98440
19410,0.00000,1.00000
19420,0.00000,1.00000
19430,0.00000,1.00000
19440,0.00000,1.00000
19450,0.00000,1.00000
19460,217.29268,0.95312
19470,39.89567,0.96875
19480,0.00000,1.00000
19490,9.99017,0.98438
19500,35.69040,0.98438
19500,87.75980,0.98000
19510,0.00000,1.00000
19520,313.11780,0.98438
19530,4.95581,0.98438
19540,111.74773,0.98438
19550,0.00000,1.00000
19560,46.52527,0.98438
19570,0.00000,1.00000
19580,253.11662,0.95312
19590,103.08473,0.98438
19600,362.45273,0.96875
19600,73.57026,0.98440
19610,42.36923,0.98438
19620,0.00000,1.00000
19630,60.49909,0.96875
19640,0.00000,1.00000
19650,89.96236,0.98438
19660,175.61278,0.95312
19670,184.05606,0.96875
19680,0.00000,1.00000
19690,0.00000,1.00000
19700,43.76715,0.98438
19700,73.34946,0.98480
19710,89.51941,0.98438
19720,130.61919,0.96875
19730,65.83887,0.98438
19740,13.70399,0.98438
19750,39.20540,0.98438
19760,0.00000,1.00000
19770,78.61385,0.98438
19780,94.86450,0.98438
19790,138.45343,0.96875
19800,164.56094,0.96875
19800,76.57057,0.98280
19810,0.00000,1.00000
19820,0.00000,1.00000
19830,71.03466,0.98438
19840,0.00000,1.00000
19850,0.00000,1.00000
19860,0.00000,1.00000
19870,0.00000,1.00000
19880,0.00000,1.00000
19890,21.14450,0.98438
19900,0.00000,1.00000
19900,73.84792,0.98300
19910,111.49277,0.95312
19920,76.63484,0.96875
19930,96.38110,0.96875
19940,125.44113,0.98438
19950,0.00000,1.00000
19960,0.00000,1.00000
19970,0.00000,1.00000
19980,65.75467,0.96875
19990,30.39471,0.98438
20000,56.09470,0.95312
20000,68.71046,0.98420
